0 0 0 1 0
0 0.002 0 1 0
0 0.004 0.005 1 0
0 0.006 0.01239 1 1e-05
0 0.008 0.020892 1 3.376e-05
0 0.01 0.029882 1 7.2601e-05
0 0.012 0.039053 1 0.00012689
0 0.014 0.048257 1 0.00019663
0 0.016 0.057422 1 0.00028168
0 0.018 0.066513 1 0.00038183
0 0.02 0.075513 1 0.00049688
0 0.022 0.084415 1 0.00062659
0 0.024 0.093217 1 0.00077075
0 0.026 0.10192 1 0.00092913
0 0.028 0.11052 1 0.0011015
0 0.03 0.11901 1 0.0012877
0 0.032 0.12741 1 0.0014875
0 0.034 0.13571 1 0.0017006
0 0.036 0.14391 1 0.0019269
0 0.038 0.15202 1 0.0021661
0 0.04 0.16003 1 0.0024181
0 0.042 0.16795 1 0.0026827
0 0.044 0.17577 1 0.0029596
0 0.046 0.1835 1 0.0032487
0 0.048 0.19114 1 0.0035497
0 0.05 0.19869 1 0.0038626
0 0.052 0.20616 1 0.0041871
0 0.054 0.21353 1 0.0045229
0 0.056 0.22082 1 0.0048701
0 0.058 0.22803 1 0.0052283
0 0.06 0.23515 1 0.0055974
0 0.062 0.24218 1 0.0059772
0 0.064 0.24914 1 0.0063676
0 0.066 0.25601 1 0.0067683
0 0.068 0.2628 1 0.0071793
0 0.07 0.26952 1 0.0076003
0 0.072 0.27615 1 0.0080312
0 0.074 0.28271 1 0.0084718
0 0.076 0.28919 1 0.0089221
0 0.078 0.2956 1 0.0093817
0 0.08 0.30193 1 0.0098507
0 0.082 0.30819 1 0.010329
0 0.084 0.31437 1 0.010816
0 0.086 0.32048 1 0.011312
0 0.088 0.32652 1 0.011816
0 0.09 0.3325 1 0.012329
0 0.092 0.3384 1 0.012851
0 0.094 0.34423 1 0.01338
0 0.096 0.34999 1 0.013918
0 0.098 0.35569 1 0.014464
0 0.1 0.36133 1 0.015018
0 0.102 0.36689 1 0.015579
0 0.104 0.37239 1 0.016149
0 0.106 0.37783 1 0.016725
0 0.108 0.38321 1 0.017309
0 0.11 0.38852 1 0.0179
0 0.112 0.39377 1 0.018499
0 0.114 0.39896 1 0.019104
0 0.116 0.40409 1 0.019716
0 0.118 0.40917 1 0.020335
0 0.12 0.41418 1 0.02096
0 0.122 0.41913 1 0.021592
0 0.124 0.42403 1 0.022231
0 0.126 0.42887 1 0.022876
0 0.128 0.43366 1 0.023527
0 0.13 0.43839 1 0.024184
0 0.132 0.44306 1 0.024847
0 0.134 0.44769 1 0.025516
0 0.136 0.45225 1 0.026191
0 0.138 0.45677 1 0.026871
0 0.14 0.46123 1 0.027557
0 0.142 0.46565 1 0.028249
0 0.144 0.47001 1 0.028946
0 0.146 0.47432 1 0.029648
0 0.148 0.47858 1 0.030355
0 0.15 0.4828 1 0.031068
0 0.152 0.48696 1 0.031785
0 0.154 0.49108 1 0.032508
0 0.156 0.49515 1 0.033235
0 0.158 0.49918 1 0.033967
0 0.16 0.50315 1 0.034703
0 0.162 0.50709 1 0.035445
0 0.164 0.51097 1 0.03619
0 0.166 0.51482 1 0.036941
0 0.168 0.51862 1 0.037695
0 0.17 0.52237 1 0.038454
0 0.172 0.52609 1 0.039217
0 0.174 0.52976 1 0.039984
0 0.176 0.53339 1 0.040755
0 0.178 0.53698 1 0.04153
0 0.18 0.54052 1 0.042308
0 0.182 0.54403 1 0.043091
0 0.184 0.5475 1 0.043877
0 0.186 0.55092 1 0.044667
0 0.188 0.55431 1 0.045461
0 0.19 0.55766 1 0.046258
0 0.192 0.56098 1 0.047058
0 0.194 0.56425 1 0.047862
0 0.196 0.56749 1 0.048669
0 0.198 0.57069 1 0.049479
0 0.2 0.57386 1 0.050293
0 0.202 0.57699 1 0.051109
0 0.204 0.58008 1 0.051929
0 0.206 0.58314 1 0.052752
0 0.208 0.58616 1 0.053577
0 0.21 0.58915 1 0.054406
0 0.212 0.59211 1 0.055237
0 0.214 0.59504 1 0.056071
0 0.216 0.59793 1 0.056907
0 0.218 0.60079 1 0.057747
0 0.22 0.60361 1 0.058589
0 0.222 0.60641 1 0.059433
0 0.224 0.60917 1 0.06028
0 0.226 0.6119 1 0.061129
0 0.228 0.61461 1 0.06198
0 0.23 0.61728 1 0.062834
0 0.232 0.61992 1 0.06369
0 0.234 0.62253 1 0.064549
0 0.236 0.62512 1 0.065409
0 0.238 0.62767 1 0.066272
0 0.24 0.6302 1 0.067136
0 0.242 0.6327 1 0.068003
0 0.244 0.63517 1 0.068871
0 0.246 0.63761 1 0.069742
0 0.248 0.64003 1 0.070614
0 0.25 0.64242 1 0.071488
0 0.252 0.64478 1 0.072364
0 0.254 0.64712 1 0.073242
0 0.256 0.64943 1 0.074121
0 0.258 0.65171 1 0.075002
0 0.26 0.65397 1 0.075884
0 0.262 0.65621 1 0.076768
0 0.264 0.65842 1 0.077654
0 0.266 0.66061 1 0.078541
0 0.268 0.66277 1 0.07943
0 0.27 0.66491 1 0.08032
0 0.272 0.66702 1 0.081211
0 0.274 0.66911 1 0.082103
0 0.276 0.67118 1 0.082997
0 0.278 0.67323 1 0.083892
0 0.28 0.67525 1 0.084789
0 0.282 0.67726 1 0.085686
0 0.284 0.67924 1 0.086585
0 0.286 0.68119 1 0.087485
0 0.288 0.68313 1 0.088385
0 0.29 0.68505 1 0.089287
0 0.292 0.68694 1 0.09019
0 0.294 0.68882 1 0.091094
0 0.296 0.69067 1 0.091999
0 0.298 0.69251 1 0.092904
0 0.3 0.69432 1 0.093811
0 0.302 0.69612 1 0.094718
0 0.304 0.69789 1 0.095626
0 0.306 0.69965 1 0.096535
